,gender,SeniorCitizen,tenure,PhoneService,MultipleLines,InternetService,DeviceProtection,TechSupport,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Family,OnlineServices,StreamingServices,Churn
5587,0,1,3,1,No,Fiber optic,Yes,No,One year,1,Bank transfer (automatic),4,4,0,1,1,No
5588,1,0,1,1,No,DSL,Yes,No,Month-to-month,1,Mailed check,2,1,0,0,0,Yes
5589,0,0,3,1,No,DSL,Yes,Yes,Two year,0,Credit card (automatic),2,3,0,0,0,Yes
5590,1,0,2,1,No,No,No internet service,No internet service,Month-to-month,1,Mailed check,1,2,1,1,1,No
5591,1,0,1,1,No,Fiber optic,No,No,Month-to-month,1,Electronic check,3,1,0,0,1,Yes
5592,1,0,2,1,No,No,No internet service,No internet service,Two year,0,Mailed check,1,1,0,1,1,No
5593,1,0,3,1,No,DSL,Yes,Yes,One year,1,Credit card (automatic),3,3,1,1,1,No
5594,0,0,2,1,Yes,Fiber optic,No,No,Month-to-month,1,Electronic check,3,3,1,0,1,No
5595,0,0,1,1,No,No,No internet service,No internet service,Month-to-month,0,Mailed check,1,1,0,1,1,No
5596,0,0,4,1,Yes,No,No internet service,No internet service,Two year,0,Bank transfer (automatic),1,3,0,1,1,No
5597,1,1,2,1,Yes,Fiber optic,No,Yes,Month-to-month,1,Bank transfer (automatic),4,3,0,0,1,Yes
5598,0,0,3,1,No,No,No internet service,No internet service,One year,0,Credit card (automatic),1,2,1,1,1,No
5599,1,0,1,1,No,Fiber optic,Yes,Yes,Month-to-month,1,Mailed check,4,2,1,1,1,Yes
5600,1,0,1,1,No,Fiber optic,No,No,Month-to-month,1,Bank transfer (automatic),2,2,1,0,0,Yes
5601,0,0,3,0,No phone service,DSL,No,Yes,One year,0,Mailed check,2,2,1,0,1,No
5602,1,0,1,1,No,DSL,Yes,Yes,Two year,1,Mailed check,3,2,0,1,1,No
5603,0,0,1,1,No,DSL,No,No,Month-to-month,1,Credit card (automatic),2,1,0,1,0,Yes
5604,1,0,2,1,No,Fiber optic,No,No,Month-to-month,1,Electronic check,3,2,0,0,0,No
5605,1,0,2,1,No,DSL,Yes,No,Month-to-month,0,Mailed check,2,2,1,0,1,No
5606,1,0,2,1,No,DSL,Yes,Yes,One year,0,Credit card (automatic),2,2,1,0,0,No
5607,0,1,3,0,No phone service,DSL,No,No,Month-to-month,1,Electronic check,2,3,0,1,1,Yes
5608,0,0,2,1,No,DSL,No,Yes,One year,0,Bank transfer (automatic),2,2,1,1,0,No
5609,1,0,2,1,Yes,Fiber optic,No,No,Month-to-month,1,Bank transfer (automatic),3,3,1,1,0,Yes
5610,0,0,1,1,Yes,Fiber optic,No,No,Month-to-month,1,Electronic check,3,1,0,0,0,Yes
5611,0,1,4,1,Yes,Fiber optic,No,Yes,Month-to-month,1,Bank transfer (automatic),4,4,1,0,1,No
5612,0,0,3,1,No,DSL,No,Yes,One year,1,Credit card (automatic),2,3,0,1,0,No
5613,0,0,4,1,Yes,DSL,Yes,Yes,Two year,1,Bank transfer (automatic),3,4,1,1,0,No
5614,1,0,4,1,Yes,Fiber optic,No,No,One year,1,Bank transfer (automatic),3,4,1,1,0,No
5615,1,0,1,1,No,No,No internet service,No internet service,Month-to-month,1,Bank transfer (automatic),1,1,0,1,1,Yes
5616,0,0,3,1,No,DSL,No,No,Month-to-month,0,Electronic check,2,3,1,1,0,No
5617,1,0,1,1,No,No,No internet service,No internet service,Month-to-month,0,Mailed check,1,1,0,1,1,No
5618,1,0,2,1,No,No,No internet service,No internet service,Month-to-month,0,Mailed check,1,1,0,1,1,No
5619,0,1,2,1,No,Fiber optic,No,No,One year,1,Bank transfer (automatic),4,3,1,0,1,No
5620,1,0,4,1,Yes,Fiber optic,Yes,No,Two year,1,Bank transfer (automatic),4,4,1,1,1,No
5621,0,0,1,1,Yes,Fiber optic,No,No,Month-to-month,1,Credit card (automatic),3,1,1,0,0,Yes
5622,1,0,2,1,Yes,Fiber optic,Yes,Yes,Month-to-month,1,Mailed check,4,3,0,0,1,Yes
5623,1,0,3,1,No,DSL,No,Yes,Month-to-month,1,Electronic check,2,3,0,0,0,No
5624,1,1,4,1,Yes,Fiber optic,No,No,Month-to-month,1,Bank transfer (automatic),3,4,1,1,1,No
5625,0,0,2,1,No,No,No internet service,No internet service,Month-to-month,1,Electronic check,1,2,1,1,1,No
5626,0,0,2,1,No,DSL,Yes,No,Month-to-month,0,Bank transfer (automatic),2,2,0,1,1,No
5627,1,1,1,1,Yes,Fiber optic,No,No,Month-to-month,1,Electronic check,3,2,1,0,0,No
5628,0,0,2,1,Yes,Fiber optic,No,No,Month-to-month,1,Electronic check,4,2,0,1,1,Yes
5629,1,1,1,1,No,No,No internet service,No internet service,Month-to-month,0,Mailed check,1,1,0,1,1,Yes
5630,0,0,3,1,Yes,Fiber optic,Yes,No,Month-to-month,1,Electronic check,4,4,0,1,1,Yes
5631,1,0,1,0,No phone service,DSL,No,No,Month-to-month,0,Mailed check,1,1,1,0,0,No
5632,1,0,4,1,No,No,No internet service,No internet service,Two year,0,Credit card (automatic),1,2,0,1,1,No
5633,1,0,1,1,Yes,No,No internet service,No internet service,Month-to-month,0,Mailed check,1,1,1,1,1,No
5634,0,0,1,1,No,No,No internet service,No internet service,Month-to-month,1,Electronic check,1,1,1,1,1,Yes
5635,0,0,2,1,No,DSL,Yes,No,Month-to-month,1,Mailed check,2,2,1,1,0,No
5636,1,0,2,0,No phone service,DSL,No,No,Month-to-month,0,Electronic check,2,2,1,0,1,Yes
5637,1,0,4,1,Yes,Fiber optic,Yes,No,One year,0,Credit card (automatic),4,4,1,0,1,No
5638,1,0,1,1,No,No,No internet service,No internet service,Month-to-month,0,Electronic check,1,1,0,1,1,Yes
5639,1,0,1,1,No,No,No internet service,No internet service,Month-to-month,0,Mailed check,1,1,0,1,1,No
5640,1,0,1,1,No,Fiber optic,No,No,Month-to-month,0,Electronic check,3,1,0,0,1,Yes
5641,1,0,3,1,Yes,No,No internet service,No internet service,One year,0,Bank transfer (automatic),1,2,1,1,1,No
5642,0,0,2,1,No,No,No internet service,No internet service,One year,0,Mailed check,1,2,0,1,1,No
5643,1,0,1,1,No,Fiber optic,No,Yes,Month-to-month,1,Electronic check,3,1,0,0,0,Yes
5644,1,0,1,1,No,Fiber optic,Yes,No,Month-to-month,0,Electronic check,3,1,1,0,0,Yes
5645,1,0,4,1,Yes,DSL,No,No,One year,1,Credit card (automatic),2,4,1,1,1,No
5646,1,0,1,1,No,No,No internet service,No internet service,Month-to-month,0,Mailed check,1,1,1,1,1,Yes
5647,0,0,3,1,No,DSL,No,No,Month-to-month,1,Credit card (automatic),2,3,1,1,1,No
5648,0,1,2,0,No phone service,DSL,No,No,One year,1,Electronic check,2,2,1,1,1,No
5649,0,0,3,1,No,No,No internet service,No internet service,Month-to-month,0,Mailed check,1,2,1,1,1,No
5650,1,0,3,1,No,DSL,Yes,No,One year,0,Electronic check,2,3,1,1,0,No
5651,0,0,3,1,Yes,Fiber optic,Yes,Yes,Month-to-month,1,Electronic check,3,3,1,0,0,Yes
5652,0,0,1,1,No,DSL,No,No,Month-to-month,1,Electronic check,2,1,0,1,0,No
5653,0,0,1,1,No,Fiber optic,No,No,Month-to-month,1,Electronic check,3,2,0,0,1,Yes
5654,1,1,4,1,No,Fiber optic,Yes,No,Two year,0,Credit card (automatic),4,4,1,1,1,No
5655,1,0,4,1,Yes,No,No internet service,No internet service,Two year,1,Bank transfer (automatic),1,3,0,1,1,No
5656,1,0,1,1,No,DSL,No,No,Month-to-month,0,Electronic check,2,1,0,1,0,No
5657,1,0,2,1,Yes,Fiber optic,No,No,Month-to-month,1,Electronic check,4,3,1,0,1,No
5658,1,0,2,1,Yes,Fiber optic,No,No,Month-to-month,1,Electronic check,4,3,1,0,1,No
5659,1,0,4,1,Yes,DSL,Yes,Yes,Two year,1,Bank transfer (automatic),3,4,0,1,1,No
5660,0,0,3,1,Yes,DSL,No,No,One year,1,Mailed check,3,3,1,1,1,No
5661,1,0,1,1,No,No,No internet service,No internet service,Month-to-month,1,Electronic check,1,1,0,1,1,No
5662,0,0,1,1,No,Fiber optic,No,No,Month-to-month,1,Electronic check,2,1,0,0,0,Yes
5663,0,0,3,1,Yes,Fiber optic,No,No,Month-to-month,1,Electronic check,4,3,1,0,1,No
5664,0,1,2,1,No,Fiber optic,Yes,No,Month-to-month,1,Credit card (automatic),3,2,0,0,1,Yes
5665,1,0,3,0,No phone service,DSL,No,No,Month-to-month,1,Bank transfer (automatic),1,2,0,0,0,No
5666,1,0,3,0,No phone service,DSL,Yes,No,One year,0,Credit card (automatic),2,3,1,1,1,No
5667,0,0,1,1,No,No,No internet service,No internet service,Month-to-month,0,Electronic check,1,1,1,1,1,No
5668,0,1,3,1,Yes,Fiber optic,No,Yes,Month-to-month,1,Electronic check,4,4,1,0,1,No
5669,1,1,3,1,No,Fiber optic,Yes,No,One year,1,Bank transfer (automatic),4,4,1,1,1,No
5670,0,0,2,1,Yes,No,No internet service,No internet service,Month-to-month,0,Mailed check,1,2,1,1,1,Yes
5671,0,0,4,1,Yes,No,No internet service,No internet service,Two year,0,Bank transfer (automatic),1,3,1,1,1,No
5672,0,0,3,1,Yes,DSL,Yes,No,One year,0,Electronic check,3,3,1,1,1,No
5673,1,0,1,1,No,No,No internet service,No internet service,One year,0,Mailed check,1,1,0,1,1,No
5674,0,0,4,0,No phone service,DSL,Yes,Yes,Two year,0,Electronic check,2,3,1,1,1,No
5675,1,0,1,1,No,Fiber optic,No,No,Month-to-month,1,Mailed check,2,1,0,0,0,No
5676,1,0,1,1,No,No,No internet service,No internet service,Month-to-month,0,Electronic check,1,1,1,1,1,No
5677,1,0,3,1,No,Fiber optic,Yes,No,One year,0,Electronic check,3,3,1,1,0,No
5678,0,0,1,1,No,DSL,No,Yes,Month-to-month,1,Electronic check,2,1,1,1,0,Yes
5679,1,0,1,1,Yes,Fiber optic,No,No,Month-to-month,1,Electronic check,3,2,0,0,1,Yes
5680,0,1,1,1,No,No,No internet service,No internet service,Month-to-month,1,Mailed check,1,1,1,1,1,Yes
5681,0,1,3,1,No,DSL,Yes,Yes,One year,0,Bank transfer (automatic),2,3,1,0,1,No
5682,0,0,1,0,No phone service,DSL,No,No,Month-to-month,0,Electronic check,1,1,1,0,1,No
5683,0,0,3,0,No phone service,DSL,Yes,No,Month-to-month,1,Electronic check,2,3,0,0,1,Yes
5684,0,1,4,1,No,Fiber optic,No,Yes,One year,1,Credit card (automatic),4,4,1,1,1,Yes
5685,1,0,3,1,No,No,No internet service,No internet service,Two year,0,Electronic check,1,2,1,1,1,No
5686,1,1,1,1,No,Fiber optic,No,No,Month-to-month,1,Bank transfer (automatic),3,2,0,1,1,Yes
5687,1,0,3,1,No,Fiber optic,Yes,Yes,One year,1,Credit card (automatic),4,4,0,1,0,No
5688,1,0,3,1,No,No,No internet service,No internet service,Two year,1,Mailed check,1,2,1,1,1,No
5689,1,0,1,1,No,Fiber optic,No,No,Month-to-month,1,Electronic check,3,1,0,1,0,No
5690,1,0,4,0,No phone service,DSL,Yes,Yes,Two year,1,Credit card (automatic),2,4,0,1,1,No
5691,1,0,1,1,No,No,No internet service,No internet service,One year,0,Mailed check,1,1,0,1,1,No
5692,1,0,1,1,No,DSL,No,Yes,Month-to-month,0,Mailed check,2,2,1,1,0,No
5693,1,1,4,1,Yes,DSL,Yes,No,Two year,1,Credit card (automatic),3,4,1,0,1,No
5694,0,0,3,1,No,DSL,No,Yes,One year,1,Mailed check,2,3,1,0,0,No
5695,0,0,4,1,Yes,Fiber optic,No,No,Two year,0,Bank transfer (automatic),3,4,1,1,0,No
5696,1,0,2,1,No,DSL,No,Yes,Month-to-month,1,Electronic check,2,2,1,1,0,Yes
5697,0,0,4,1,Yes,Fiber optic,Yes,Yes,One year,1,Electronic check,4,4,1,1,1,Yes
5698,1,0,2,1,Yes,Fiber optic,Yes,No,Month-to-month,0,Electronic check,4,3,1,1,1,Yes
5699,1,0,2,1,No,Fiber optic,Yes,No,Month-to-month,0,Electronic check,3,2,0,0,1,No
5700,1,1,2,1,Yes,Fiber optic,No,Yes,Month-to-month,1,Electronic check,3,3,1,0,0,No
5701,0,0,2,1,No,DSL,Yes,Yes,Month-to-month,0,Bank transfer (automatic),3,2,1,1,1,No
5702,1,1,4,1,Yes,Fiber optic,No,No,Month-to-month,1,Credit card (automatic),4,4,1,1,1,Yes
5703,1,1,4,1,Yes,No,No internet service,No internet service,Two year,0,Bank transfer (automatic),1,3,0,1,1,No
5704,0,0,2,1,Yes,Fiber optic,No,No,Month-to-month,1,Electronic check,3,3,1,0,1,No
5705,1,0,1,1,No,No,No internet service,No internet service,Month-to-month,0,Mailed check,1,1,0,1,1,No
5706,0,0,1,1,No,Fiber optic,No,No,Month-to-month,1,Electronic check,3,1,0,1,0,Yes
5707,0,0,1,1,No,DSL,No,No,Month-to-month,0,Electronic check,2,1,0,0,0,No
5708,0,1,2,1,Yes,Fiber optic,Yes,No,Month-to-month,1,Credit card (automatic),3,2,1,0,0,No
5709,0,0,2,1,No,No,No internet service,No internet service,One year,0,Mailed check,1,1,0,1,1,No
5710,0,0,4,1,Yes,Fiber optic,Yes,Yes,Two year,1,Electronic check,4,4,1,1,1,No
5711,0,1,2,1,Yes,Fiber optic,Yes,No,Month-to-month,0,Electronic check,4,3,1,0,1,Yes
5712,0,0,2,1,No,No,No internet service,No internet service,Month-to-month,1,Bank transfer (automatic),1,2,0,1,1,No
5713,1,1,3,1,Yes,DSL,Yes,Yes,Two year,0,Credit card (automatic),3,4,0,1,1,No
5714,0,0,1,1,Yes,Fiber optic,No,No,Month-to-month,1,Electronic check,4,1,1,1,1,Yes
5715,1,0,3,1,Yes,Fiber optic,No,Yes,Month-to-month,1,Credit card (automatic),4,3,0,1,1,Yes
5716,1,0,1,1,No,DSL,No,No,Month-to-month,1,Electronic check,2,1,1,0,1,No
5717,1,1,4,0,No phone service,DSL,No,No,Two year,0,Credit card (automatic),2,4,1,1,1,No
5718,1,0,1,1,No,Fiber optic,No,No,Month-to-month,1,Credit card (automatic),3,2,0,0,1,Yes
5719,0,0,2,1,No,No,No internet service,No internet service,Two year,1,Mailed check,1,2,1,1,1,No
5720,0,0,3,1,Yes,Fiber optic,Yes,No,One year,1,Credit card (automatic),4,3,0,1,1,No
5721,0,0,2,1,No,DSL,No,No,Two year,0,Bank transfer (automatic),2,3,0,1,0,No
5722,0,1,2,1,Yes,Fiber optic,No,Yes,Month-to-month,1,Bank transfer (automatic),4,3,1,1,1,Yes
5723,1,0,4,1,Yes,Fiber optic,No,Yes,Month-to-month,0,Bank transfer (automatic),3,4,0,0,0,No
5724,1,0,1,1,No,Fiber optic,No,No,Month-to-month,1,Mailed check,3,1,0,0,0,Yes
5725,0,0,2,1,Yes,No,No internet service,No internet service,Two year,1,Credit card (automatic),1,2,1,1,1,No
5726,0,0,3,1,No,No,No internet service,No internet service,Two year,1,Bank transfer (automatic),1,2,1,1,1,No
5727,0,0,4,1,Yes,Fiber optic,Yes,Yes,Two year,1,Electronic check,4,4,1,1,1,No
5728,0,0,2,1,Yes,Fiber optic,Yes,Yes,Month-to-month,0,Electronic check,3,2,0,1,0,Yes
5729,0,0,3,1,No,DSL,No,No,Month-to-month,0,Credit card (automatic),2,3,1,1,0,No
5730,1,0,4,1,No,No,No internet service,No internet service,Two year,1,Mailed check,1,2,0,1,1,No
5731,0,0,2,1,No,No,No internet service,No internet service,Month-to-month,1,Mailed check,1,1,0,1,1,No
5732,1,1,2,1,No,Fiber optic,No,No,Month-to-month,1,Electronic check,3,3,0,1,1,No
5733,0,0,4,1,No,No,No internet service,No internet service,Two year,0,Bank transfer (automatic),1,2,1,1,1,No
5734,1,0,4,1,Yes,DSL,Yes,Yes,Two year,1,Mailed check,3,4,1,1,1,No
5735,0,0,3,1,No,No,No internet service,No internet service,Two year,0,Mailed check,1,2,1,1,1,No
5736,1,0,1,1,No,No,No internet service,No internet service,Month-to-month,0,Mailed check,1,1,0,1,1,No
5737,1,0,2,1,No,DSL,Yes,Yes,Month-to-month,0,Electronic check,3,3,1,1,1,No
5738,1,0,1,1,No,No,No internet service,No internet service,Month-to-month,0,Mailed check,1,1,0,1,1,Yes
5739,1,1,4,1,Yes,Fiber optic,No,Yes,Two year,0,Bank transfer (automatic),4,4,1,1,1,No
5740,1,0,4,0,No phone service,DSL,Yes,Yes,Two year,0,Mailed check,2,3,1,1,0,No
5741,1,0,2,1,Yes,Fiber optic,No,No,Month-to-month,1,Electronic check,4,3,0,1,1,Yes
5742,1,1,4,1,Yes,Fiber optic,Yes,Yes,Two year,1,Mailed check,4,4,1,1,1,No
5743,0,1,3,1,No,No,No internet service,No internet service,Two year,0,Mailed check,1,2,0,1,1,No
5744,1,1,3,1,No,DSL,No,No,One year,0,Electronic check,2,3,1,0,1,No
5745,0,0,4,1,Yes,No,No internet service,No internet service,Two year,1,Mailed check,1,3,1,1,1,No
5746,0,0,2,1,Yes,Fiber optic,No,No,Month-to-month,1,Credit card (automatic),3,2,0,1,0,Yes
5747,1,0,3,1,Yes,DSL,No,Yes,One year,1,Credit card (automatic),3,3,1,1,1,No
5748,0,0,2,1,Yes,Fiber optic,No,No,Month-to-month,1,Credit card (automatic),4,3,0,1,1,No
5749,0,1,4,1,Yes,Fiber optic,Yes,No,One year,1,Electronic check,4,4,0,0,1,No
5750,0,1,2,1,No,Fiber optic,No,No,Month-to-month,1,Electronic check,2,2,1,0,0,Yes
5751,0,0,3,1,No,No,No internet service,No internet service,Two year,0,Credit card (automatic),1,2,0,1,1,No
5752,1,0,4,1,Yes,No,No internet service,No internet service,Two year,1,Bank transfer (automatic),1,3,1,1,1,No
5753,1,0,1,1,No,No,No internet service,No internet service,Month-to-month,1,Credit card (automatic),1,1,0,1,1,No
5754,0,0,2,1,No,No,No internet service,No internet service,Month-to-month,0,Bank transfer (automatic),1,2,1,1,1,No
5755,1,1,2,1,Yes,Fiber optic,Yes,No,Month-to-month,1,Electronic check,4,2,1,1,1,No
5756,0,0,3,1,No,No,No internet service,No internet service,Two year,0,Credit card (automatic),1,2,0,1,1,No
5757,0,1,2,1,Yes,No,No internet service,No internet service,Month-to-month,0,Mailed check,1,2,1,1,1,No
5758,1,0,2,1,No,No,No internet service,No internet service,One year,0,Mailed check,1,2,0,1,1,No
5759,0,0,1,1,No,Fiber optic,No,No,Month-to-month,1,Mailed check,2,1,0,0,0,Yes
5760,1,1,2,1,No,Fiber optic,Yes,Yes,Month-to-month,1,Electronic check,4,3,1,0,1,No
5761,0,0,3,0,No phone service,DSL,No,Yes,Two year,0,Mailed check,2,3,1,1,0,No
5762,1,1,3,1,Yes,Fiber optic,Yes,Yes,Month-to-month,1,Bank transfer (automatic),4,3,1,1,1,No
5763,0,0,1,1,No,Fiber optic,No,No,Month-to-month,1,Electronic check,2,1,0,0,0,No
5764,1,1,4,1,Yes,Fiber optic,No,Yes,Two year,0,Electronic check,4,4,0,1,1,No
5765,0,1,4,1,Yes,Fiber optic,No,No,One year,1,Credit card (automatic),4,4,1,1,1,Yes
5766,0,0,2,1,No,DSL,No,Yes,One year,0,Bank transfer (automatic),2,2,1,0,1,No
5767,0,0,4,1,No,DSL,No,Yes,Two year,1,Credit card (automatic),2,4,1,0,1,No
5768,1,0,3,1,No,Fiber optic,No,No,One year,1,Bank transfer (automatic),4,4,1,0,1,No
5769,0,0,4,1,Yes,Fiber optic,Yes,No,Two year,1,Bank transfer (automatic),4,4,1,1,1,No
5770,0,0,3,1,Yes,DSL,Yes,Yes,One year,0,Credit card (automatic),2,3,1,1,0,No
5771,0,0,2,1,No,No,No internet service,No internet service,Month-to-month,0,Mailed check,1,1,0,1,1,No
5772,1,0,4,1,Yes,DSL,Yes,Yes,Two year,1,Bank transfer (automatic),3,4,1,1,1,No
5773,0,0,3,1,No,DSL,Yes,No,Month-to-month,0,Electronic check,2,3,0,1,0,No
5774,1,0,1,1,No,DSL,No,Yes,Month-to-month,1,Bank transfer (automatic),2,1,0,1,1,No
5775,1,0,4,1,Yes,Fiber optic,No,No,Two year,0,Bank transfer (automatic),3,4,1,0,1,No
5776,1,0,4,1,Yes,DSL,Yes,Yes,Two year,1,Bank transfer (automatic),3,4,1,1,1,No
5777,1,0,4,1,Yes,DSL,Yes,Yes,Two year,0,Mailed check,2,4,1,1,0,No
5778,0,0,1,1,No,No,No internet service,No internet service,Month-to-month,0,Credit card (automatic),1,1,0,1,1,No
5779,0,0,3,1,No,Fiber optic,Yes,Yes,One year,1,Electronic check,4,3,0,1,1,Yes
5780,1,0,3,1,No,No,No internet service,No internet service,One year,0,Credit card (automatic),1,2,1,1,1,No
5781,0,0,2,1,No,Fiber optic,Yes,Yes,Month-to-month,1,Electronic check,3,3,0,0,1,No
5782,0,1,1,1,No,Fiber optic,No,No,Month-to-month,1,Electronic check,2,1,0,0,0,Yes
5783,0,1,1,1,No,Fiber optic,No,No,Month-to-month,1,Electronic check,3,1,0,0,1,Yes
5784,0,0,2,1,No,Fiber optic,No,No,Month-to-month,0,Electronic check,3,3,1,1,0,No
5785,1,0,3,1,No,No,No internet service,No internet service,Two year,1,Mailed check,1,2,1,1,1,No
5786,0,0,4,1,Yes,DSL,Yes,Yes,Two year,1,Credit card (automatic),3,4,1,1,1,No
5787,0,0,3,1,No,Fiber optic,Yes,Yes,Month-to-month,1,Electronic check,3,3,0,0,1,Yes
5788,0,0,1,0,No phone service,DSL,No,No,Month-to-month,1,Electronic check,1,1,1,0,0,No
5789,0,0,2,1,No,No,No internet service,No internet service,Two year,0,Credit card (automatic),1,2,0,1,1,No
5790,0,0,3,0,No phone service,DSL,No,No,Month-to-month,1,Electronic check,2,3,1,1,1,No
5791,1,0,4,1,Yes,Fiber optic,Yes,No,Month-to-month,1,Electronic check,4,4,1,1,1,No
5792,0,1,2,1,No,Fiber optic,Yes,Yes,Month-to-month,1,Mailed check,4,3,0,1,1,Yes
5793,1,0,2,1,Yes,DSL,No,No,Month-to-month,1,Credit card (automatic),2,2,0,1,0,No
5794,1,1,4,1,Yes,Fiber optic,Yes,Yes,Two year,1,Bank transfer (automatic),4,4,1,1,1,No
5795,1,0,3,1,Yes,Fiber optic,No,No,Month-to-month,1,Electronic check,4,4,0,1,1,No
5796,0,0,3,0,No phone service,DSL,Yes,No,Two year,1,Credit card (automatic),2,3,1,1,1,No
5797,1,0,2,1,Yes,Fiber optic,No,Yes,Month-to-month,1,Credit card (automatic),3,3,1,1,0,No
5798,0,0,1,1,Yes,Fiber optic,No,No,Month-to-month,1,Electronic check,3,2,0,0,1,Yes
5799,0,0,2,0,No phone service,DSL,No,No,Month-to-month,1,Electronic check,1,2,0,0,1,Yes
5800,0,0,2,1,Yes,Fiber optic,Yes,No,Month-to-month,0,Bank transfer (automatic),3,2,0,0,0,No
5801,1,1,3,1,Yes,Fiber optic,No,No,Month-to-month,1,Electronic check,3,3,1,0,0,No
5802,0,0,3,1,No,DSL,No,No,Month-to-month,1,Electronic check,2,3,0,1,0,No
5803,1,0,1,1,Yes,Fiber optic,No,No,Month-to-month,1,Electronic check,3,2,1,1,0,Yes
5804,0,0,4,1,Yes,No,No internet service,No internet service,Two year,0,Credit card (automatic),1,3,1,1,1,No
5805,1,1,2,1,No,DSL,Yes,No,Month-to-month,0,Bank transfer (automatic),2,2,1,1,1,No
5806,0,0,1,1,No,No,No internet service,No internet service,Month-to-month,1,Electronic check,1,1,1,1,1,Yes
5807,1,0,4,1,No,No,No internet service,No internet service,Two year,0,Credit card (automatic),1,2,0,1,1,No
5808,1,0,4,1,Yes,Fiber optic,Yes,Yes,Two year,1,Electronic check,4,4,1,1,1,No
5809,0,0,1,1,No,Fiber optic,No,No,Month-to-month,1,Mailed check,3,2,0,1,1,No
5810,0,0,2,1,Yes,Fiber optic,No,No,Month-to-month,1,Electronic check,3,3,1,0,1,Yes
5811,1,0,4,1,Yes,DSL,Yes,No,Two year,0,Bank transfer (automatic),3,4,1,1,1,No
5812,1,0,1,1,No,Fiber optic,No,No,Month-to-month,1,Electronic check,3,1,1,0,0,Yes
5813,1,0,3,1,Yes,Fiber optic,Yes,Yes,Two year,0,Credit card (automatic),4,4,1,1,1,No
5814,1,0,2,1,No,No,No internet service,No internet service,Month-to-month,1,Credit card (automatic),1,1,0,1,1,No
5815,1,1,1,1,Yes,Fiber optic,No,No,Month-to-month,1,Electronic check,3,2,0,0,1,Yes
5816,0,0,1,1,No,DSL,No,No,Month-to-month,0,Electronic check,2,1,0,0,0,No
5817,1,0,1,1,No,DSL,No,No,Month-to-month,1,Electronic check,2,1,1,0,0,Yes
5818,1,0,4,1,Yes,Fiber optic,Yes,No,Two year,0,Credit card (automatic),4,4,0,1,1,No
5819,0,0,4,1,Yes,Fiber optic,Yes,Yes,Two year,1,Credit card (automatic),4,4,1,1,1,No
5820,1,0,4,1,No,DSL,No,No,One year,1,Mailed check,2,3,1,1,1,No
5821,0,0,4,1,Yes,No,No internet service,No internet service,One year,1,Electronic check,1,3,1,1,1,No
5822,0,1,3,1,No,Fiber optic,No,No,Month-to-month,0,Electronic check,3,3,0,0,0,No
5823,0,0,2,1,No,No,No internet service,No internet service,Month-to-month,1,Mailed check,1,2,0,1,1,No
5824,1,0,4,1,Yes,DSL,Yes,No,Two year,0,Bank transfer (automatic),3,4,1,1,1,No
5825,1,1,1,1,No,Fiber optic,No,No,Month-to-month,1,Electronic check,2,1,1,0,0,Yes
5826,0,0,1,1,No,Fiber optic,No,No,Month-to-month,1,Bank transfer (automatic),3,1,1,0,1,Yes
5827,1,0,3,1,Yes,Fiber optic,Yes,No,Month-to-month,1,Credit card (automatic),4,3,1,0,1,No
5828,0,0,4,1,Yes,No,No internet service,No internet service,Two year,0,Bank transfer (automatic),1,3,1,1,1,No
5829,1,0,3,0,No phone service,DSL,Yes,Yes,One year,0,Electronic check,2,3,1,1,1,No
5830,1,0,3,1,Yes,No,No internet service,No internet service,One year,0,Bank transfer (automatic),1,2,1,1,1,No
5831,0,0,1,1,No,Fiber optic,No,No,Month-to-month,1,Bank transfer (automatic),4,2,0,0,1,Yes
5832,1,0,2,1,No,Fiber optic,No,No,Month-to-month,1,Electronic check,3,3,1,0,0,Yes
5833,1,1,2,0,No phone service,DSL,Yes,No,Month-to-month,1,Credit card (automatic),1,2,1,1,0,No
5834,0,0,4,1,Yes,Fiber optic,Yes,No,Month-to-month,1,Electronic check,4,4,1,1,1,No
5835,0,0,3,1,No,No,No internet service,No internet service,Two year,0,Mailed check,1,2,1,1,1,No
5836,1,0,1,1,No,No,No internet service,No internet service,One year,0,Mailed check,1,1,0,1,1,No
5837,0,0,1,0,No phone service,DSL,No,No,Month-to-month,0,Electronic check,2,1,0,1,1,No
5838,1,0,3,1,Yes,DSL,No,Yes,Month-to-month,0,Electronic check,3,4,1,1,1,No
5839,1,1,1,1,Yes,Fiber optic,No,No,Month-to-month,1,Electronic check,3,2,1,0,0,No
5840,0,0,4,1,No,DSL,No,No,One year,1,Bank transfer (automatic),2,3,1,1,0,No
5841,1,1,4,0,No phone service,DSL,No,No,One year,1,Electronic check,2,3,0,0,1,Yes
5842,0,0,2,1,Yes,DSL,Yes,No,Month-to-month,1,Electronic check,3,2,0,1,1,No
5843,1,1,3,1,Yes,Fiber optic,Yes,No,One year,1,Bank transfer (automatic),3,3,1,0,0,No
5844,0,0,1,1,No,Fiber optic,No,No,Month-to-month,1,Credit card (automatic),3,1,1,0,0,No
5845,0,0,1,1,Yes,Fiber optic,No,No,Month-to-month,1,Electronic check,3,1,0,0,0,Yes
5846,0,0,1,1,Yes,Fiber optic,No,No,Month-to-month,0,Electronic check,3,1,0,0,0,No
5847,0,0,4,1,Yes,Fiber optic,No,No,One year,1,Bank transfer (automatic),4,4,0,0,1,No
